GHS-NRO;CMD-COD;DCS-MCO;GHM-NRO;GHS-LIB;SEU-BAS;SEU-HAU;GHS-PRI;EXB-FORFAIT;EXB-JOURNALIER;EXH-PRI;DATE-EFFET
76;"01";"C";"01C143";"Libérations de nerfs superficiels à l'exception du médian au canal carpien, niveau 3";0;0;2540,47;0;0;0;"01/03/2018"
77;"01";"C";"01C144";"Libérations de nerfs superficiels à l'exception du médian au canal carpien, niveau 4";0;0;4395,1;0;0;0;"01/03/2018"
78;"01";"C";"01C14J";"Libérations de nerfs superficiels à l'exception du médian au canal carpien, en ambulatoire";0;0;514,3;0;0;0;"01/03/2018"
79;"01";"C";"01C151";"Libérations du médian au canal carpien, niveau 1";0;3;397,93;0;0;232,49;"01/03/2018"
80;"01";"C";"01C152";"Libérations du médian au canal carpien, niveau 2";0;7;1516,1;0;0;265;"01/03/2018"
81;"01";"C";"01C153";"Libérations du médian au canal carpien, niveau 3";0;0;2279,68;0;0;0;"01/03/2018"
82;"01";"C";"01C154";"Libérations du médian au canal carpien, niveau 4";0;0;4042,95;0;0;0;"01/03/2018"
83;"01";"C";"01C15J";"Libérations du médian au canal carpien, en ambulatoire";0;0;397,93;0;0;0;"01/03/2018"
84;"05";"C";"05C211";"Créations et réfections de fistules artérioveineuses pour affections de la CMD 05, niveau 1";0;15;958,42;0;0;66,04;"01/03/2018"
85;"05";"C";"05C212";"Créations et réfections de fistules artérioveineuses pour affections de la CMD 05, niveau 2";0;32;2081;0;0;66,15;"01/03/2018"
86;"05";"C";"05C213";"Créations et réfections de fistules artérioveineuses pour affections de la CMD 05, niveau 3";0;46;3007,17;0;0;66,53;"01/03/2018"
87;"05";"C";"05C214";"Créations et réfections de fistules artérioveineuses pour affections de la CMD 05, niveau 4";0;68;4470,71;0;0;148,06;"01/03/2018"
88;"05";"C";"05C21J";"Créations et réfections de fistules artérioveineuses pour affections de la CMD 05, en ambulatoire";0;0;958,42;0;0;0;"01/03/2018"
89;"09";"C";"09C061";"Interventions sur le sein pour des affections non malignes autres que les actes de biopsie et d'excision locale, niveau 1";0;4;906,18;0;0;119,53;"01/03/2018"
189;"01";"M";"01K021";"Autres embolisations intracrâniennes et médullaires, niveau 1";0;4;2000,4;0;0;487,99;"01/03/2018"
190;"01";"M";"01K022";"Autres embolisations intracrâniennes et médullaires, niveau 2";0;0;4226,69;0;0;0;"01/03/2018"
191;"01";"M";"01K023";"Autres embolisations intracrâniennes et médullaires, niveau 3";0;0;7620,88;0;0;0;"01/03/2018"
192;"01";"M";"01K024";"Autres embolisations intracrâniennes et médullaires, niveau 4";0;0;8785,42;0;0;0;"01/03/2018"
193;"01";"M";"01K031";"Autres actes thérapeutiques par voie vasculaire du système nerveux, niveau 1";0;4;1048,79;0;0;287,72;"01/03/2018"
194;"01";"M";"01K032";"Autres actes thérapeutiques par voie vasculaire du système nerveux, niveau 2";0;8;3302,26;0;0;556,91;"01/03/2018"
195;"01";"M";"01K033";"Autres actes thérapeutiques par voie vasculaire du système nerveux, niveau 3";0;0;4979,69;0;0;0;"01/03/2018"
196;"01";"M";"01K034";"Autres actes thérapeutiques par voie vasculaire du système nerveux, niveau 4";0;0;12308,39;0;0;0;"01/03/2018"
197;"01";"M";"01K04J";"Injections de toxine botulique, en ambulatoire";0;0;309,62;0;0;0;"01/03/2018"
198;"01";"M";"01K05J";"Séjours pour douleurs chroniques rebelles comprenant un bloc ou une infiltration, en ambulatoire";0;0;424,18;0;0;0;"01/03/2018"
199;"01";"M";"01K06J";"Affections du système nerveux sans acte opératoire avec anesthésie, en ambulatoire";0;0;560,08;0;0;0;"01/03/2018"
200;"01";"M";"01K071";"Embolisations intracrâniennes et médullaires pour hémorragie, niveau 1";0;0;1888,49;0;0;0;"01/03/2018"
201;"01";"M";"01K072";"Embolisations intracrâniennes et médullaires pour hémorragie, niveau 2";0;0;2852,57;0;0;0;"01/03/2018"
202;"01";"M";"01K073";"Embolisations intracrâniennes et médullaires pour hémorragie, niveau 3";0;0;4424,01;0;0;0;"01/03/2018"
203;"01";"M";"01K074";"Embolisations intracrâniennes et médullaires pour hémorragie, niveau 4";0;0;5100,05;0;0;0;"01/03/2018"
204;"01";"M";"01M041";"Méningites virales, niveau 1";0;0;642,69;0;0;0;"01/03/2018"
205;"01";"M";"01M042";"Méningites virales, niveau 2";0;0;2239,29;0;0;0;"01/03/2018"
206;"01";"M";"01M043";"Méningites virales, niveau 3";0;0;3694,55;0;0;0;"01/03/2018"
207;"01";"M";"01M044";"Méningites virales, niveau 4";0;0;4745,88;0;0;0;"01/03/2018"
208;"01";"M";"01M051";"Infections du système nerveux à l'exception des méningites virales, niveau 1";3;15;992,41;0;258,64;67,55;"01/03/2018"
209;"01";"M";"01M052";"Infections du système nerveux à l'exception des méningites virales, niveau 2";5;31;2073,16;0;360,25;86,67;"01/03/2018"
210;"01";"M";"01M053";"Infections du système nerveux à l'exception des méningites virales, niveau 3";5;45;3286,54;0;808,92;149,13;"01/03/2018"
211;"01";"M";"01M054";"Infections du système nerveux à l'exception des méningites virales, niveau 4";0;0;5912,98;0;0;0;"01/03/2018"
212;"01";"M";"01M05T";"Infections du système nerveux à l'exception des méningites virales, très courte durée";0;0;216,47;0;0;0;"01/03/2018"
213;"01";"M";"01M071";"Maladies dégénératives du système nerveux, âge supérieur à 79 ans, niveau 1";0;18;1107,39;0;0;65,46;"01/03/2018"
214;"01";"M";"01M072";"Maladies dégénératives du système nerveux, âge supérieur à 79 ans, niveau 2";0;32;2023,85;0;0;85,57;"01/03/2018"
215;"01";"M";"01M073";"Maladies dégénératives du système nerveux, âge supérieur à 79 ans, niveau 3";6;35;2280,57;0;85,57;129,85;"01/03/2018"
216;"01";"M";"01M074";"Maladies dégénératives du système nerveux, âge supérieur à 79 ans, niveau 4";7;41;3832,69;0;517,37;153,11;"01/03/2018"
217;"01";"M";"01M07T";"Maladies dégénératives du système nerveux, âge supérieur à 79 ans, très courte durée";0;0;113,27;0;0;0;"01/03/2018"
218;"01";"M";"01M081";"Maladies dégénératives du système nerveux, âge inférieur à 80 ans, niveau 1";0;14;828,24;0;0;66,59;"01/03/2018"
219;"01";"M";"01M082";"Maladies dégénératives du système nerveux, âge inférieur à 80 ans, niveau 2";5;33;2093,46;0;421,74;101,06;"01/03/2018"
220;"01";"M";"01M083";"Maladies dégénératives du système nerveux, âge inférieur à 80 ans, niveau 3";5;38;2598,77;0;336,87;139,06;"01/03/2018"
221;"01";"M";"01M084";"Maladies dégénératives du système nerveux, âge inférieur à 80 ans, niveau 4";9;51;4573,34;0;329,1;134,9;"01/03/2018"
222;"01";"M";"01M08T";"Maladies dégénératives du système nerveux, âge inférieur à 80 ans, très courte durée";0;0;186,85;0;0;0;"01/03/2018"
223;"01";"M";"01M091";"Affections et lésions du rachis et de la moelle, niveau 1";0;0;644,66;0;0;0;"01/03/2018"
224;"01";"M";"01M092";"Affections et lésions du rachis et de la moelle, niveau 2";0;0;2049,91;0;0;0;"01/03/2018"
225;"01";"M";"01M093";"Affections et lésions du rachis et de la moelle, niveau 3";0;0;3426,37;0;0;0;"01/03/2018"
226;"01";"M";"01M094";"Affections et lésions du rachis et de la moelle, niveau 4";0;0;6392,9;0;0;0;"01/03/2018"
227;"01";"M";"01M09T";"Affections et lésions du rachis et de la moelle, très courte durée";0;0;161,67;0;0;0;"01/03/2018"
228;"01";"M";"01M101";"Autres affections cérébrovasculaires, niveau 1";0;13;929,82;0;0;64,79;"01/03/2018"
229;"01";"M";"01M102";"Autres affections cérébrovasculaires, niveau 2";4;28;1901,68;0;647,91;72,48;"01/03/2018"
230;"01";"M";"01M103";"Autres affections cérébrovasculaires, niveau 3";0;35;2408,99;0;0;119,03;"01/03/2018"
231;"01";"M";"01M104";"Autres affections cérébrovasculaires, niveau 4";0;0;4129,82;0;0;0;"01/03/2018"
232;"01";"M";"01M10T";"Autres affections cérébrovasculaires, très courte durée";0;0;223,38;0;0;0;"01/03/2018"
233;"01";"M";"01M111";"Affections des nerfs crâniens et rachidiens, niveau 1";0;14;928,67;0;0;69,86;"01/03/2018"
234;"01";"M";"01M112";"Affections des nerfs crâniens et rachidiens, niveau 2";0;23;1557,34;0;0;70,11;"01/03/2018"
235;"01";"M";"01M113";"Affections des nerfs crâniens et rachidiens, niveau 3";5;30;2048,11;0;327,18;126,27;"01/03/2018"
236;"01";"M";"01M114";"Affections des nerfs crâniens et rachidiens, niveau 4";0;0;3520;0;0;0;"01/03/2018"
237;"01";"M";"01M11T";"Affections des nerfs crâniens et rachidiens, très courte durée";0;0;462,79;0;0;0;"01/03/2018"
238;"01";"M";"01M121";"Autres affections du système nerveux, niveau 1";0;14;788,24;0;0;65,08;"01/03/2018"
239;"01";"M";"01M122";"Autres affections du système nerveux, niveau 2";0;26;1569,2;0;0;70,91;"01/03/2018"
240;"01";"M";"01M123";"Autres affections du système nerveux, niveau 3";0;35;2207,35;0;0;108,4;"01/03/2018"
241;"01";"M";"01M124";"Autres affections du système nerveux, niveau 4";0;0;3767,98;0;0;0;"01/03/2018"
242;"01";"M";"01M12T";"Autres affections du système nerveux, très courte durée";0;0;234,14;0;0;0;"01/03/2018"
243;"01";"M";"01M131";"Troubles de la conscience et comas d'origine non traumatique, niveau 1";0;18;372,74;0;0;65,95;"01/03/2018"
244;"01";"M";"01M132";"Troubles de la conscience et comas d'origine non traumatique, niveau 2";0;28;1047,75;0;0;64,38;"01/03/2018"
245;"01";"M";"01M133";"Troubles de la conscience et comas d'origine non traumatique, niveau 3";6;38;1691,59;0;214,61;68,8;"01/03/2018"
246;"01";"M";"01M134";"Troubles de la conscience et comas d'origine non traumatique, niveau 4";0;63;3411,62;0;0;129,35;"01/03/2018"
247;"01";"M";"01M151";"Accidents ischémiques transitoires et occlusions des artères précérébrales, âge supérieur à 79 ans, niveau 1";0;25;1214,34;0;0;69,93;"01/03/2018"
248;"01";"M";"01M152";"Accidents ischémiques transitoires et occlusions des artères précérébrales, âge supérieur à 79 ans, niveau 2";0;29;1525,28;0;0;66,02;"01/03/2018"
249;"01";"M";"01M153";"Accidents ischémiques transitoires et occlusions des artères précérébrales, âge supérieur à 79 ans, niveau 3";7;37;2053,44;0;117,37;128,66;"01/03/2018"
250;"01";"M";"01M154";"Accidents ischémiques transitoires et occlusions des artères précérébrales, âge supérieur à 79 ans, niveau 4";0;0;3638,44;0;0;0;"01/03/2018"
251;"01";"M";"01M161";"Accidents ischémiques transitoires et occlusions des artères précérébrales, âge inférieur à 80 ans, niveau 1";0;8;1094,7;0;0;97,67;"01/03/2018"
252;"01";"M";"01M162";"Accidents ischémiques transitoires et occlusions des artères précérébrales, âge inférieur à 80 ans, niveau 2";0;12;1485,36;0;0;180,76;"01/03/2018"
253;"01";"M";"01M163";"Accidents ischémiques transitoires et occlusions des artères précérébrales, âge inférieur à 80 ans, niveau 3";0;0;2468,11;0;0;0;"01/03/2018"
254;"01";"M";"01M164";"Accidents ischémiques transitoires et occlusions des artères précérébrales, âge inférieur à 80 ans, niveau 4";0;0;3687,41;0;0;0;"01/03/2018"
255;"01";"M";"01M171";"Sclérose en plaques et ataxie cérébelleuse, niveau 1";0;6;588,31;0;0;124,98;"01/03/2018"
256;"01";"M";"01M172";"Sclérose en plaques et ataxie cérébelleuse, niveau 2";0;11;1213,2;0;0;150,95;"01/03/2018"
257;"01";"M";"01M173";"Sclérose en plaques et ataxie cérébelleuse, niveau 3";0;0;1727,52;0;0;0;"01/03/2018"
258;"01";"M";"01M174";"Sclérose en plaques et ataxie cérébelleuse, niveau 4";0;0;2961,15;0;0;0;"01/03/2018"
259;"01";"M";"01M17T";"Sclérose en plaques et ataxie cérébelleuse, très courte durée";0;0;208,97;0;0;0;"01/03/2018"
260;"01";"C";"01M181";"Lésions traumatiques intracrâniennes sévères, niveau 1";0;0;607,12;0;0;0;"01/03/2018"
261;"01";"C";"01M182";"Lésions traumatiques intracrâniennes sévères, niveau 2";0;0;1807,95;0;0;0;"01/03/2018"
262;"01";"C";"01M183";"Lésions traumatiques intracrâniennes sévères, niveau 3";0;0;2925,11;0;0;0;"01/03/2018"
263;"01";"C";"01M184";"Lésions traumatiques intracrâniennes sévères, niveau 4";0;0;5947,15;0;0;0;"01/03/2018"
264;"01";"C";"01M191";"Autres lésions traumatiques intracrâniennes, sauf commotions, niveau 1";0;5;234,43;0;0;70,59;"01/03/2018"
265;"01";"C";"01M192";"Autres lésions traumatiques intracrâniennes, sauf commotions, niveau 2";0;23;1547,38;0;0;66,37;"01/03/2018"
266;"01";"C";"01M193";"Autres lésions traumatiques intracrâniennes, sauf commotions, niveau 3";6;33;2211,01;0;221,21;114,85;"01/03/2018"
267;"01";"C";"01M194";"Autres lésions traumatiques intracrâniennes, sauf commotions, niveau 4";0;0;3559,2;0;0;0;"01/03/2018"
268;"01";"C";"01M201";"Commotions cérébrales, niveau 1";0;0;415,2;0;0;0;"01/03/2018"
269;"01";"C";"01M202";"Commotions cérébrales, niveau 2";0;13;512,55;0;0;64;"01/03/2018"
270;"01";"C";"01M203";"Commotions cérébrales, niveau 3";0;0;741,41;0;0;0;"01/03/2018"
271;"01";"C";"01M204";"Commotions cérébrales, niveau 4";0;0;1307,23;0;0;0;"01/03/2018"
272;"01";"M";"01M211";"Douleurs chroniques rebelles, niveau 1";0;6;1034,33;0;0;90,18;"01/03/2018"
273;"01";"M";"01M212";"Douleurs chroniques rebelles, niveau 2";0;12;1872,01;0;0;65,47;"01/03/2018"
274;"01";"M";"01M213";"Douleurs chroniques rebelles, niveau 3";0;24;2657,6;0;0;172,87;"01/03/2018"
275;"01";"M";"01M214";"Douleurs chroniques rebelles, niveau 4";0;0;3998,4;0;0;0;"01/03/2018"
276;"01";"M";"01M221";"Migraines et céphalées, niveau 1";0;13;630,52;0;0;66,68;"01/03/2018"
277;"01";"M";"01M222";"Migraines et céphalées, niveau 2";0;19;1035,02;0;0;65,94;"01/03/2018"
278;"01";"M";"01M223";"Migraines et céphalées, niveau 3";0;25;1430,69;0;0;125,02;"01/03/2018"
279;"01";"M";"01M224";"Migraines et céphalées, niveau 4";0;0;2522,02;0;0;0;"01/03/2018"
280;"01";"M";"01M22T";"Migraines et céphalées, très courte durée";0;0;263,58;0;0;0;"01/03/2018"
281;"01";"M";"01M231";"Convulsions hyperthermiques, niveau 1";0;0;498,82;0;0;0;"01/03/2018"
282;"01";"M";"01M232";"Convulsions hyperthermiques, niveau 2";0;0;2029,14;0;0;0;"01/03/2018"
283;"01";"M";"01M233";"Convulsions hyperthermiques, niveau 3";0;0;2239;0;0;0;"01/03/2018"
284;"01";"M";"01M234";"Convulsions hyperthermiques, niveau 4";0;0;4936,32;0;0;0;"01/03/2018"
285;"01";"M";"01M241";"Epilepsie, âge inférieur à 18 ans, niveau 1";0;0;778,12;0;0;0;"01/03/2018"
286;"01";"M";"01M242";"Epilepsie, âge inférieur à 18 ans, niveau 2";0;0;1812,82;0;0;0;"01/03/2018"
287;"01";"M";"01M243";"Epilepsie, âge inférieur à 18 ans, niveau 3";0;0;2000,27;0;0;0;"01/03/2018"
288;"01";"M";"01M244";"Epilepsie, âge inférieur à 18 ans, niveau 4";0;0;4410,03;0;0;0;"01/03/2018"
289;"01";"M";"01M24T";"Epilepsie, âge inférieur à 18 ans, très courte durée";0;0;289,62;0;0;0;"01/03/2018"
290;"01";"M";"01M251";"Epilepsie, âge supérieur à 17 ans, niveau 1";0;15;771,19;0;0;66,22;"01/03/2018"
291;"01";"M";"01M252";"Epilepsie, âge supérieur à 17 ans, niveau 2";0;30;1764,57;0;0;67,81;"01/03/2018"
292;"01";"M";"01M253";"Epilepsie, âge supérieur à 17 ans, niveau 3";0;37;2277,08;0;0;65,82;"01/03/2018"
293;"01";"M";"01M254";"Epilepsie, âge supérieur à 17 ans, niveau 4";7;56;3527,62;0;416,85;139,69;"01/03/2018"
294;"01";"M";"01M25T";"Epilepsie, âge supérieur à 17 ans, très courte durée";0;0;362,48;0;0;0;"01/03/2018"
295;"01";"M";"01M261";"Tumeurs malignes du système nerveux, niveau 1";0;18;2163,76;0;0;95,99;"01/03/2018"
296;"01";"M";"01M262";"Tumeurs malignes du système nerveux, niveau 2";0;27;3380,94;0;0;73,92;"01/03/2018"
297;"01";"M";"01M263";"Tumeurs malignes du système nerveux, niveau 3";5;43;4563,62;0;788,45;191,46;"01/03/2018"
298;"01";"M";"01M264";"Tumeurs malignes du système nerveux, niveau 4";8;59;7627;0;680,75;257,67;"01/03/2018"
299;"01";"M";"01M26T";"Tumeurs malignes du système nerveux, très courte durée";0;0;242,84;0;0;0;"01/03/2018"
300;"01";"M";"01M271";"Autres tumeurs du système nerveux, niveau 1";0;7;1024,93;0;0;84,97;"01/03/2018"
301;"01";"M";"01M272";"Autres tumeurs du système nerveux, niveau 2";4;23;2384,51;0;906,39;215,87;"01/03/2018"
302;"01";"M";"01M273";"Autres tumeurs du système nerveux, niveau 3";0;0;3275,51;0;0;0;"01/03/2018"
303;"01";"M";"01M274";"Autres tumeurs du système nerveux, niveau 4";0;0;4813,38;0;0;0;"01/03/2018"
304;"01";"M";"01M27T";"Autres tumeurs du système nerveux, très courte durée";0;0;267,54;0;0;0;"01/03/2018"
305;"01";"M";"01M281";"Hydrocéphalies, niveau 1";0;3;698,5;0;0;283,04;"01/03/2018"
306;"01";"M";"01M282";"Hydrocéphalies, niveau 2";0;0;1534,87;0;0;0;"01/03/2018"
307;"01";"M";"01M283";"Hydrocéphalies, niveau 3";0;0;2093,06;0;0;0;"01/03/2018"
308;"01";"M";"01M284";"Hydrocéphalies, niveau 4";0;0;3587,74;0;0;0;"01/03/2018"
309;"01";"M";"01M28T";"Hydrocéphalies, très courte durée";0;0;293,82;0;0;0;"01/03/2018"
310;"01";"M";"01M291";"Anévrysmes cérébraux, niveau 1";0;3;773,4;0;0;353,69;"01/03/2018"
311;"01";"M";"01M292";"Anévrysmes cérébraux, niveau 2";0;0;2212,4;0;0;0;"01/03/2018"
312;"01";"M";"01M293";"Anévrysmes cérébraux, niveau 3";0;0;3244,84;0;0;0;"01/03/2018"
313;"01";"M";"01M294";"Anévrysmes cérébraux, niveau 4";0;0;7153,89;0;0;0;"01/03/2018"
314;"01";"M";"01M301";"Accidents vasculaires intracérébraux non transitoires, niveau 1";0;14;1516,02;0;0;71,17;"01/03/2018"
315;"01";"M";"01M302";"Accidents vasculaires intracérébraux non transitoires, niveau 2";0;23;2316,06;0;0;65,83;"01/03/2018"
316;"01";"M";"01M303";"Accidents vasculaires intracérébraux non transitoires, niveau 3";5;38;3303,54;0;658,32;68,69;"01/03/2018"
317;"01";"M";"01M304";"Accidents vasculaires intracérébraux non transitoires, niveau 4";12;70;5501,5;0;209,33;142,98;"01/03/2018"
318;"01";"M";"01M30T";"Transferts et autres séjours courts pour accidents vasculaires intracérébraux non transitoires";0;0;323;0;0;0;"01/03/2018"
319;"01";"M";"01M311";"Autres accidents vasculaires cérébraux non transitoires, niveau 1";0;11;1482,17;0;0;85,89;"01/03/2018"
320;"01";"M";"01M312";"Autres accidents vasculaires cérébraux non transitoires, niveau 2";5;27;2856,29;0;458,04;156,88;"01/03/2018"
321;"01";"M";"01M313";"Autres accidents vasculaires cérébraux non transitoires, niveau 3";6;35;4111,38;0;418,36;220,03;"01/03/2018"
322;"01";"M";"01M314";"Autres accidents vasculaires cérébraux non transitoires, niveau 4";0;0;7008,66;0;0;0;"01/03/2018"
323;"01";"M";"01M31T";"Transferts et autres séjours courts pour autres accidents vasculaires cérébraux non transitoires";0;0;294,04;0;0;0;"01/03/2018"
324;"01";"M";"01M32Z";"Explorations et surveillance pour affections du système nerveux";0;5;1004,3;0;0;100,5;"01/03/2018"
325;"01";"M";"01M331";"Troubles du sommeil, niveau 1";0;0;392,74;0;0;0;"01/03/2018"
326;"01";"M";"01M332";"Troubles du sommeil, niveau 2";0;0;1366,93;0;0;0;"01/03/2018"
327;"01";"M";"01M333";"Troubles du sommeil, niveau 3";0;0;1998,5;0;0;0;"01/03/2018"
328;"01";"M";"01M334";"Troubles du sommeil, niveau 4";0;0;4406,08;0;0;0;"01/03/2018"
329;"01";"M";"01M34Z";"Anomalies de la démarche d'origine neurologique";0;20;1730,05;0;0;116,27;"01/03/2018"
330;"01";"M";"01M35Z";"Symptômes et autres recours aux soins de la CMD 01";0;9;1111,75;0;0;142,2;"01/03/2018"
331;"01";"M";"01M36E";"Accidents vasculaires cérébraux non transitoires avec décès : séjours de moins de 2 jours";0;0;527,43;0;0;0;"01/03/2018"
332;"01";"M";"01M37E";"Autres affections de la CMD 01 avec décès : séjours de moins de 2 jours";0;0;538,87;0;0;0;"01/03/2018"
333;"01";"M";"01M04T";"Méningites virales, très courte durée";0;0;192,19;0;0;0;"01/03/2018"
